,0,1,2,3,4,5,6
173,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,뜌이,28세,지성,여,4,무난무난해요 딱히 트러블도 안나고 아무나 쓰기 좋은 제품이에요 근데 단점이 있다면 가격..? 이가격에 쓰기엔..
174,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,용용888,29세,복합성,여,5,촉촉하고 얇은 화장솜에 적셔서 토너팩으로 하기에도 좋았어요
175,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,니니아르,25세,복합성,여,5,지인에게 선물받아서 사용하게되었어요  글로우픽 토너로 검색하니 제법 상위에 있는것같아서 안심이 되었어요 민감성피부인데도불구하고 자극이 적어  안심하고 사용할수있었습니다 향도나쁘지않고 다만 사용후 땡김이 살짝있엇던것같아요
176,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,소닉,33세,건성,여,5,촉촉하게 잡아주고 순하고 좋음 3스킨하면 홧실히 보들보들느낌
177,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,ㅎㅅㅇㅎㅅ,24세,복합성,여,5,사용하기 순해요 무난무난해서 아무나 사용해도 괜찮
178,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,킴밥킹,24세,건성,여,5,사용해본 토너 중에 가능 자극 없고 보습감 오래 가는 느낌이었음!! 향도 거의 무향에 촉촉하게 마무리 돼서 건성인 제 피부에 착붙이였어요. 다만 겨울에는 어떨지 모르겠어요 그래도 자극 없는걸로 만족하고 있어요
179,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,딸기먹는토깽이,28세,건성,여,5,"면세점에서 살짝 써게 산 릴리프 토너 ! 순해서 트러플 같은 건 전혀 안 나고, 수분 공급도 즉당히 되는 거 같아 지금까지 잘 쓰구 있어요 ㅎㅎ"
180,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,velyee,27세,복합성,여,3,물같은 제형으로 얼굴에 바르면 금방 흡수되요 양이 많아서 오래 사용 할수있고 사용 하는데 쏘쏘
181,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,붉은여우,34세,복합성,여,3,"무난하게 쓰기 좋은 수분감 짱짱 토너. 볼따구 속건조 심한 복합성 피부인데, 이 제춤은 꼭 다양한 에센스는 필수.(특히 수분가득 에센스)  3점인 이유는 가격대가 너무 무서움… 가격에 비해 어우 너무 좋아!!! 이건 아님… 이 가격이면 차라리 돈 더 주고 다른 거 사용해보겠음… (사실 다시 달바로 다시 돌아갈거임)"
182,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,망구스트,31세,지성,여,5,무난하다는게 딱 맞는 제품 특출나게 좋은지는 모르겠음 닦토용으로 굉장히 무난무난 트러블 나지도 않고 흡수가 안되지도 않고 겉돌지도않고 이 가격만 아니면 재구매각
183,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,댕하리,28세,건성,여,5,처음 써보는 브랜드였는데 되게 촉촉하고 발림성이 좋네요 다음번에도 재구매할 의사 있습니다
184,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,가나차카,29세,건성,여,3,정말 무난하다 라고밖에 설명이 안되는 토너인듯. 막 어떠한 기능성이 있는건 아니고 딱 수분에 맞춰진 토너입니다. 워터토너인데도 엄청 건조해지지 않고 최소한의 유분을 남기는 느낌이라 토너만 바르고있어도 땡기는 느낌이 들지 않아요. 근데 요즘 이정도 하는 토너들은 좀만 찾아봐도 더 저렴한 가격에 있어서;; 이 가격에 다시 살것같진 않아요
185,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,화장품낵꺽,25세,민감성,여,4,진짜 무난해서 좋아요 닦토하기도 좋고 피부가 진장되는데 먼지도 잘닦여요! 섀도우 찌거기도 잘닦임 그리고 펌핑 한번누르는데 많이 나오지 않고 적당량 나와서  편함  그리고 높은데서 몇번 떨어트렸는데도 펌핑기가 망가지지않아요 이것도 장점이라면 장점...  이 토너 다쓸때까지 펌핑기 망가지지않고 써서 좋았고 토너자체가 순해요
186,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,이푸니76,27세,지성,여,5,"저는 닦토 보다는 흡토를 하는 편인데요! 닥터 릴리프 토너 같은 경우에는 펌핑용기로 되어있는 패 키지라 흡토하는 저에게는 너무나 편리했어요!! 펌핑용기로 되어있으니까 토너가 주르륵 흘러내리지도 않고 진짜 편해요~ 모든 토너 제품이 펌핑용기면 참 좋겠다~~>.< 싶었던..! 히알루로닉 토너라고해서 엄청나게 수분감이 가득 느껴 서 건조한 제 피부를 아주 촉촉하게 만들어 줄 줄 알았지 만 그정도로 촉촉해지는 정도는 아니구! 그냥 세안 후에 흡토해주면 건조했던 피부가 촉촉해지면 서 피부 결 정돈이 되어서 차근차근 스킨케어를 진행하기 에 괜찮은 제품이에요! 피부보습, 피부진정, 피부보호막, 피부 속보습까지 챙겨 준다고 제품 설명에는 적혀져 있는데 엄청 드라마틱한 변 화는 없고 그렇다고 하니 안바른 것 보다는 피부가 좋겠 지!!?? 하면서 바르는 제품이에요 저는 민감성 피부라 토너 하나도 잘못 사용하면 트러블 장 난아닌데 닥터릴리프 제품 사용하고서는 트러블 없었어 서 되게 만족하면서 사용 중이에요 토너를 흡토의 목적, 피부 결 정돈 위주로 사용하는 분들 이라면 닥터 릴리프 히알루로닉 토너 사용하시면 제품 사 용하기에도 편하고 병풀 추출물, 판테놀(비타민B5) 등 좋 은 성분들 많이 들어가있어서 만족하실거에요!!"
187,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,dmstn,23세,복합성,여,5,펌핑기라 편했고 솜에 묻힐 때 적당히 잘 묻어서 닥토하기도 좋고 토너팩처럼 쓰기도 좋아요! 무난무난하게 쓰기 좋고 언니가 다른 제품 썼을 때 피부가 뒤집혔는데 이거 쓰고는 괜찮아서 같이 잘 쓰고 있어요!
188,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,쪼꼬여니,27세,복합성,여,5,수분감 있고 닦토 하기도 좋고 토너 팩하기도 좋아요  속 건조도 잡아주는 거 같고 피부가 진정돼요 자극 없이 순하고 용량도 커서 좋았어요 ㅋㅋ
189,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,피부조아지쟈,27세,민감성,여,5,물같이 흐르지만 은근히 수분감과 보습감이 있어서 스킨 기능을 잘해요!! 위치하젤 성분으로 꾸준히 쓴다면 모공에 도움이 될 것 같아요! 좀 비싸지만 ㅜ 펌핑용기도 편하고 좋아요
190,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,guyz,32세,지성,여,1," 순위도 높고, 평도 좋은데 저랑은 안맞네요... 수부지에 민감성 피부라 기초제품에 굉장히 예민한데 '진정' 효과가 느껴지기는 커녕 뒤집어진 피부가 더 악화만 되서 사용중단 했어요. 오히려 사용안하니 피부가 진정 되네요..ㅠ   혹시 피부가 뒤집어진 상태에 발라서 그런건가 싶어 피부 컨디션이 회복 됐을때 다시 써 봤는데 썼더니 다시 피부가 뒤집어졌어요... 히알루론산이 안맞는 건지 다른 성분이 안맞는 건지ㅠㅠ 쨌든 타제품들과 비교하면 가격도 만만치 않은데 '진정' 효과가 딱히 있는 것 같지도 않아서 비추합니다."
191,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,에리카Erica,15세,건성,여,5,친구추천으로 써본 토너인데 무난무난하게 잘 흡수되고 수분감 많은? 그런 촉촉함이 많은 토너더라구요 제가 여드름성 피부에 약간 건성끼가 있어서 이거 바르니까 피부감이 많이 좋아진 것 같아요 (^O^)／ 닦토해도 좋고 마스크팩처럼 만들어서 쓰는 것도 좋아요 !
192,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,나요밍,29세,건성,여,5,건성피부라 사계절 내내 저분자 히알루론산 촉촉스킨들은 어지간히 다 써봤는데 손에 꼽는 기분좋은 사용감을 가진 친구입니다. 처음에는 읭? 너무 가벼운 거 아닌가 했는데 대충 톡톡 두드려 바르고 나니 스킨만으로도 촉촉해서 신기했어요. 기분좋아서 자꾸 손이 가는 시원촉촉한 스킨이에요 누구나 잘 쓸 것 같아서 추천!
193,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,뿔난곰탱이,29세,복합성,여,5,세안 후 화장솜에 묻혀 닦아주면 진짜 세상 촉촉...수부지라 웬만한 스킨케어제품 써봐도 즉각적으로 촉촉한 게 느껴지는 경우는 잘 없는데 이건 진짜 촉촉해..다음날 일어날때까지 촥촥 오져 진짜 개추
194,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,오레오야,28세,민감성,여,4,펌핑형이라 편해서 좋고 막 끈적거리지 않아서 좋아요! 마무리감이 보송한거에 가까운것 같아요 그래서 두세번은 레이어링 해야 좀 수분감이 느껴지는 것 같습니다ㅜ
195,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,원송글로리,27세,복합성,여,5,토너는 워낙 레이어링 많이 해야하고 왜 바르는지 딱히 모르겠어서 잘 안 쓰곤 했는데 이건 히알루로닉 토너고 펌핑형이라 얼굴에 바로 뿌려서 발라주면 되서 좋았어용 수분감이 있는 토너라 가볍게 결 정돈으로도 좋고 첫 스타트용에 적합해요
196,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,만찐드빵,27세,지성,여,5,히알루로닉 토너라고 해서 써봤었어요! 저는 극지성이라 조금 유분감이 돌긴했지만 트러블이 나지는 않았어요! 극지성분들은 겨울에는 쓰기 좋을것같아요 ㅎ
197,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,복많이받으세요,56세,복합성,여,5,닦토로 사용하기 좋아요 끈끈하지도 않고 유분기도 많지 않아서 산뜻하게 마감됩니다
198,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,나무!,21세,복합성,여,5,워터 토너 1위라 써본건데 촉촉하고 끈적임도 없어서 정말 좋아요ㅠㅠ 토너팩으로도 쓰고 진정시킬때도 쓰는데 쓸때마다 만족이에요!
199,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,풀꽃나라,53세,민감성,여,5,화장솜에 뭍혀서 얼굴을 닦아내는 용도로 사용했습니다. 물 형태의 토너타서 끈적임이 전혀 없고 촉촉하게 피부를 닦아낼 수 있어서 좋았습니다. 통이 무색이고 투명해서 남은 내용물 양을 한눈에 볼 수 있어 좋습니다.
200,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,아임콬캌콜라,25세,민감성,여,4,화장솜 이용해서 스킨 바르몀 피부가 진짜 촉촉해진 느낌~
201,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,Lune,26세,민감성,여,5,- 완전한 물토너는 아니고 아주 살짝 점도가 느껴집니다.  - 제품 자체가 굉장히 순해서 피부에 자극감이 하나도 느껴지지 않습니다. - 펌핑형인데 과하지 않고 적당량만 펌핑되어 편했습니다. - 피부 진정에 도움이 됐습니다. - 무난하게 데일리로 사용하기에 좋은 제품입니다. - 가격이 비싼 편이라는게 단점입니다.
202,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,cheachea,28세,복합성,여,5,이제품은 이라인 폼클렌징이랑 같이  사용했던 제품입니다! 이때 한참 얼굴에 열이 많고 예민하고 따갑고  그랬었서 화장품을 순하고 자극없는걸로 찾아보고 구매한거였어요. 확실히 사용해본결과 어어엄청 물같고 순합니다!  자극은 거의 없다시피하고 특히 토너를 솜에 듬뿍묻혀서 얼굴에 올려놓았을때  가장 열내리는데 좋았던 제품이라 재구매 완전완전 각입니다!!👍🏻
203,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,신유밍,17세,지성,여,5,수분감있고 쿨링?되는 느낌이 있는데 좋은거 같아요 냉장고에 넣었다가 팩토 해주면 좋은거 같아욜
204,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,제품을'이야기하다,24세,건성,여,5,"저는 닦토 보다는 흡토를 하는 편인데요! 닥터 릴리프 토너 같은 경우에는 펌핑용기로 되어있는 패키지라 흡토하는 저에게는 너무나 편리했어요!!  펌핑용기로 되어있으니까 토너가 주르륵 흘러내리지도 않고 진짜 편해요! 모든 토너 제품이 펌핑용기면 참 좋겠다~~>.< 싶었던..!! 히알루로닉 토너라고해서 엄청나게 수분감이 가득 느껴서 건조한 제 피부를 아주 촉촉하게 만들어 줄 줄 알았지만 그정도로 촉촉해지는 정도는 아니구! 그냥 세안 후에 흡토해주면 건조했던 피부가 촉촉해지면서 피부 결 정돈이 되어서 차근차근 스킨케어를 진행하기에 괜찮은 제품이에요! 피부보습, 피부진정, 피부보호막, 피부 속보습까지 챙겨준다고 제품 설명에는 적혀져 있는데 엄청 드라마틱한 변화는 없고 그렇다고 하니 안바른 것 보다는 피부가 좋겠지!!?? 하면서 바르는 제품이에요 저는 민감성 피부라 토너 하나도 잘못 사용하면 트러블 장난아닌데 닥터릴리프 제품 사용하고서는 트러블 없었어서 되게 만족하면서 사용 중이에요 토너를 흡토의 목적, 피부 결 정돈 위주로 사용하는 분들이라면 닥터 릴리프 히알루로닉 토너 사용하시면 제품 사용하기에도 편하고 병풀 추출물, 판테놀(비타민B5) 등 좋은 성분들 많이 들어가있어서 만족하실거에요!! 아쉬운점은 조금 비싼 가격..??"
205,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,은총ㅇ,27세,민감성,여,4,이 버전 팩은 진정효과 엄청 좋은데 토너는 잘 모르겠지만 트러블은 안나요 !
206,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,kkkmmmmmy,27세,건성,여,5,피부결이 좋아지는거 같고 위생상으로 좋은거 같아요 
207,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,치코릿타,31세,지성,여,4,에센스를 꽤 잘 쓴 제품인데 토너도 좋네요. 콧물보다 살짝 묽은 미끌거리는 제형인데 보습력이 좋습니다. 과한 보습도 아니고 성분도 좋아서 트러블같은 것도 안났습니다. 흡수용 토너로 써도 훌륭한데 의외로 닦토로 써도 좋아요. 이런 제품이 얼굴에 기스가 안나는 느낌이라 만족합니다. 지성피부라서 겨울에만 사용하고 있습니다. 
208,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,천사공듀,28세,건성,여,5,일단 무향이라 전 만족도가 높았어요! 인위적인 향 대신 무향 비슷해서 쓰는데 편했습니당 촉촉하면서도 끈적끈적 거리지 않았어요 순한 편에 속하는거같아요 가격대는 조금 있는 편인듯합니다 ..
209,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,햄넌,27세,복합성,여,5,일단 제형은 투명하고 흐르는 제형인데 워터토너는 아니고 약간의 점성이 있는듯한 그런 제형이였어요 향은 거의 무향이에요   히알루로닉 토너라서 그런지 흡수가 엄청 잘되고 빨랐어요 끈적임없이 산뜻하게 마무리되서 편하게 사용하기 좋은?  그리고 세안하고 나면 항상 얼굴이 약간은 붉게 올라와있고 스킨케어 하면 점점 얼굴에 열감이 올라오는 편인데  닥터릴리프는 바르면 약간 얼굴에 열감을 내려주는듯한 기분이라서 진정시켜주면서 바르는 기분이에요  속건조도 조금씩 개선되가고 있는 느낌이라 꾸준히 사용하다보면 더 좋아질거같은!!  그리고 펌핑형이라 너무 마음에 들어요 제가 토너류는 스프레이 공병이나 펌핑 공병에 항상 담아서 사용하는편인데 이건 펌핑형으로 나와서 따로 담아 쓰지않아도 되서 너무 좋아요
210,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,10000,22세,복합성,여,5,토너의 기능을 잘하는 제품이예요. 수분감도 적당하고 양도 많아서 피부속건조 잡는데 좋아요. 닦토로 사용해서 피부결정리할 수 있고 흡토로 레이어링해서 발라도 끈적임없이 촉촉하게 적당한 보습력으로 마무리됩니다. 사용 후 피부결이 매끄러워졌고 은은한 수분광채가 돌았어요.
211,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,맹밍밍,28세,민감성,여,5,펌핑형 토너는 처음인데 위생적으로 사용할 수 있어 너무 좋고 제품력도 우수해요. 양도 은근 많아서 오래 사용 중이고 무엇보다 순하고 속건조 잡는 1단계 토너로 딱입니다. 가격대 있어도 너무 만족스러운 제품!!
212,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,바비쏭,35세,건성,여,4,"닦아내는 토너로 샀건데,  세안후 닦아내면,  화장품 노폐물찌꺼기가 부드럽게 닦이면서,  피부가 정돈되는 느낌입니다,,! 완전물토너도 아니어서,  수분보습도 되는 느낌이에요,  위치하젤 토너는 여름에 데일리로 마니 쓰는편인데,  저는  악건성이여서 보습감이 왠지 모르게 약하다는 생각을 했는데,  이건 그 중간어디쯤 인 토너여서,  따로 각질케어 토너 안쓰고 닦토로 쓰고,  흡수시키면 적당한 수분감이 좋은 스타일입니다,,!"
213,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,메로낭짱,31세,민감성,여,3,순해서 좋아요 히알루론산은 끈적이는데  사용감은 나쁘지 않었고 물제형이예요 촉촉해요 흡수력도 빨라요 다 좋은대 가격이넌  너무 부담이예요 피부개선도 확 되지도않은대 무안무난한템이예요재규먀는 안해요
214,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,민4,21세,복합성,여,3,"물이랑 콧물제형 사이에요! 순하고 촉촉해서 토너팩처럼 사용하기 좋았고 예민하게 올라오거나 이런건 없었고 화장전에 열내려주는 용으로 팩해주면 촉촉하게 베이스도 잘 먹어서 무난하게 사용한것 같아요 특출나게 좋다! 이런건 아니라 쏘쏘입니다,,"
215,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,B.b,23세,복합성,여,3,"펌핑용기가 사용하기 되게 편해요 닦토, 흡토 둘 다 좋고 그냥 무난한 템 같아요! 향도 거의 없고 닦토 후에 흡수 시켜주면 무겁거나 끈적이지 않아서 좋고 두어번 흡수 시켜서 사용해주면 지복합피부 기준 묽고 가벼운 에센스 살짝 바른 정도의 수분감이 느껴져요 이리저리 무난히 잘 쓰고 있음에도 가격때문에 재구매 의사는 없어요 무난템인거에 비해 가격이 비싸다고 생각해요"
216,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,velyee,27세,복합성,여,3,물같은 제형으로 얼굴에 바르면 금방 흡수되요 양이 많아서 오래 사용 할수있고 사용 하는데 쏘쏘
217,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,붉은여우,34세,복합성,여,3,"무난하게 쓰기 좋은 수분감 짱짱 토너. 볼따구 속건조 심한 복합성 피부인데, 이 제춤은 꼭 다양한 에센스는 필수.(특히 수분가득 에센스)  3점인 이유는 가격대가 너무 무서움… 가격에 비해 어우 너무 좋아!!! 이건 아님… 이 가격이면 차라리 돈 더 주고 다른 거 사용해보겠음… (사실 다시 달바로 다시 돌아갈거임)"
218,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,가나차카,29세,건성,여,3,정말 무난하다 라고밖에 설명이 안되는 토너인듯. 막 어떠한 기능성이 있는건 아니고 딱 수분에 맞춰진 토너입니다. 워터토너인데도 엄청 건조해지지 않고 최소한의 유분을 남기는 느낌이라 토너만 바르고있어도 땡기는 느낌이 들지 않아요. 근데 요즘 이정도 하는 토너들은 좀만 찾아봐도 더 저렴한 가격에 있어서;; 이 가격에 다시 살것같진 않아요
219,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,쭌쭌짱,51세,복합성,여,3,펌핑 형태라서 사용하기도 좋고 위생상도 괜찮아요. 세안후 화장솜에 묻혀 닥아내는데요.피부에 잘 스면들고 좋아요
220,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,베리모찌,31세,민감성,여,3,설문단으로 받아 쓰고있는 토너 워터토너지만 약간 미끌거리며 에센스가 첨가된 토너 느낌입니다.  물토너처럼 싹 먹어버리는게 아니고 보습막이 씌워진 그런 느낌의 토너고  아무래도 히알루론산 토너다보니 그런 수분보습이 좋은거 같아요. 근데 이상하게 속건조가 유발 됩니다.  촉촉한데 조금 지나면 건조해요ㅠ  아마 위치하젤이 모공수렴과 피지조절을하는데 제 피부엔 그게 좀 과하게 작용하는것 같기도하네요.. 
221,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,눈누난나눈누,29세,복합성,여,3,항상 세안 후 기초 루틴 첫단계는 닦토를 하는 편이에요 가볍지만 적당히 보습감 있는 제형입니다 물과 콧물 제형의 중간정도? 펌핑 용기라서 덜어내서 쓰는 용기보단 편한데 약간 양 조절이 어려워요 성분이 되게 좋다고 하는데 더 사용해봐야 피부 개선도를 알 것 같아요 양 볼이 붉은 편인데 붉은기가 진정되는 느낌은 아녜요 제가 히알루론산 성분이 잘 맞는편은 아니라 그런것 같아요 ㅠㅠ 용량은 은근 큰데 가격대비 제품력이 좋다는건 잘 모르겠어요.. 요즘 워낙 토너가 잘 나오는 편이라 ㅠㅠ 여라겹 레이어링해서 챱토해주셔야 어느정도 보습감은 느껴져요 구매의사는 잘 모르겠어요 ㅠㅠ
222,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,애불레,32세,지성,여,3,닦토를 좋아하는 편인데 닦토에 최적화!!! 이런 느낌은 아니지만 그래도 자극없이 부드럽게 닦토로 쓰기좋아요 근데 그렇게만 하면 좀 건조한 느낌이라  두어번 찹토도 해주면  마무리가 좋아요 엄청 촉촉하다 그런건 아닌데 에센스나 크림 전 단계로는 충분한 수분감이고 무난무난하게 쓰기 좋아요 다만 뭔가 손에 잔여감이 미묘하게 남는 느낌이 조금 별로ㅠ
223,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,벨가못,32세,복합성,여,3,히알루론산의 촉촉함이 느껴지는 토너!! 펌핑형식이 너무 쓰기 편해서 남동생이랑 잘쓰고있음. 단지 호불호 문제로 약간 미끄덩 거리는 히알루론산 특유의 질감이 느껴져서 조금 불편함. 하지만 에센스를 까먹을 정도로 초크초크함. 이 라인의 클렌징폼도 써보고픔 !
224,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,J_H__,33세,지성,여,3,"아침마다 편하게 쓰려고 빈통에 화장솜넣고 토너패드처럼 만들어서 씁니다. 가끔 볼따구에 붙여 놓기도 해요.  향은 없고요. 히알루론 기초 특유의 미끈덩? 그런 느낌도 없어요. 깔끔, 산뜻한 느낌입니다. 딱히 좋다, 촉촉하다, 오 대박? 이런 느낌은 솔직히 없는데 쓰고 뭐가 난다는지 가렵다든지 그런 자극도 없었습니다. 큰 메리트 없어요."
225,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,레아몬몬드,27세,복합성,여,3,"-물처럼 흐르는데 히알루론산 특유의 미끌리는 점성이 살짝 느껴지는 제형  -빠르게 흡수되는데 약간 쫀득 부들한 마무리. 가벼운 물제형 치고 수분 공급을 모자라지 않게 해줌. 산뜻 촉촉  -닦토엔 그럭저럭임. 점성 때문인지 화장솜에 빠르게 적셔지질 않고 닦아낼 때도 특별히 부드럽진 않음. 그냥 무난  -펌핑 용기는 편한 면도 있긴 하지만 다른 제형의 제품에 비해선 얻는 장점이 적어서 굳이? 싶음  -지성에게 추천. 가벼운 물제형으로 수분을 가득 쌓고싶다는 목적이 뚜렷한 사람한테 딱 맞을 제품. 나한텐 여름이 아니면 굳이 필요한 제품 같지 않아서 4.5점 주고 싶음  +)와우 정가가 놀라워서 별점 내림,, 3.5점 주고 싶음. 무난하고 큰 단점이 없어서 괜찮단 거였는데 이 정도 좋은 제품은 정말 많아서 굳이 저 가격 주고 쓸 이유가 없음"
226,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,달새_현생ing,24세,지성,여,3,※ 설문단 제공 제품  작년 가을에 이 브랜드 앰플을 평가단으로 당첨되어 써본적이 있었는데 이번엔 토너를 써보네요. 이것도 인연인가?  공홈에 보면 에센스토너라고 되어 있는데 제형 자체는 진짜 묽음. 물보다는 약간 점성이 있는? 콧물에 물 탄 느낌? 용기가 펌프식인데 얼굴에 대고 펌핑하면 고냥 주르르르륵 흘러버림.   피부에 발라보면 제형에 비해 생각보다 훨씬 쫀쫀한 사용감임. 괜히 에센스토너라고 한 게 아닌 듯. 근데 이게 바를 땐 촉촉하긴 한데 흡수되고 나면 갑자기 보송해짐. 수분감이 넘치고...피부에 물광이 생기고...그런 토너는 아님. 피부위에서 겉돌거나 기름지지 않는 점은 좋았음. 지성피부가 쓰기 좋을 듯.  피부 트러블이 나고 민감해진 부분에 스킨팩으로 얹어주면 좋았음. 따갑고 홧홧해진 피부에 얹어주기에 자극도 없었고.  단점은 이 브랜드 앰플 썼을때도 느낀건데 (이번에 토너 쓰고 리뷰 다시 보니 나말고도 같은 생각 하신분 있더라) 쓰고 나서 일시적으로 피부에 막 같은게 씌워져있다는 느낌이 듦. 손으로 펴바르고 나서 손에도 막이 있는것같아 신경쓰여서 토너 바르자마자 씻고 옴...닦토로 쓰거나 위에 다른 기초 바르면 덜하긴 함.  그리고 가격 생각할 때 딱히 장점을 못 느꼈음... 사실 토너 리뷰 쓸 때 수분공급만 잘 되어도 어지간해선 4점 뿌리는 편인데 이 친구는 잘 모르겠음. 바를 땐 촉촉했는데? 흡수되고 나면 보송해. 겉돌거나 기름지지 않는건 너무 좋은데 겨울이라 그런가 속건조도 느껴짐. 모공/피지 관리? 기존에 스트라이덱스 초록통 사용 중이어서 이정도 토너로는 아무리 닦아도 아무 감흥 X. 이 정도로 약 200ml에 4만원은..좀 가격이 쎄지 않나.   스킨케어가 계절을 타는 경향이 있어서 여름에 다시 써보고 괜찮으면 리뷰 수정하겠음. 
227,에이시카365 수분 진정 결 토너,허언쥬,26세,복합성,여,4,보습감 괜찮고 민감한 피부임에도 트러블없이 무난하게 잘 썻지만 딱히 대표할만한게 없어 가격대비 넘 무난한 제품
228,에이시카365 수분 진정 결 토너,글로리#fxyAyY,23세,건성,여,3,저랑은 안맞는것같아요 다른 가족들은 진정효과봤다고 했는데 저는 좀 따끔하더라고요 여러번 레이어드하면 속보습도 채워지고 피부타입도 딱히 가리지 않는것같아요 그래도 테스트 해보고 사세용
229,에이시카365 수분 진정 결 토너,승*승@!,20세,지성,여,4,피부 진정할 때 좋았어요. 자극적이지도 않고 무난합니다!
230,에이시카365 수분 진정 결 토너,아핳핳,26세,복합성,여,5,에스트라 크림 썼을때 조금 무겁다하는 느낌이 있어서 토너도 좀 묽지 않을까 했는데 생각보다 물제형에 가볍게 느껴졌어요 그렇다고 수분감이 없는건 전혀 아니구 한번만 레이어링만으로 촉촉한 느낌이 들어요!! 무난하고 트러블도 않나서 재구매 의사 있어용
231,에이시카365 수분 진정 결 토너,권꼬맹,24세,복합성,여,4,이 라인 세럼을 잘 쓰고 있어서 토너도 사봤는데 각질과 결케어가 되는 건 모르겠지만 여러번 발라주면 피부 속보습이 쫀쫀하게 되는 느낌이라 첫 단계에 사용하기 좋아요
232,에이시카365 수분 진정 결 토너,툐톨,26세,복합성,여,5,조금만 발라도 수분감 가득 촉촉해져요. 그렇다고 답답한 느낌도 없어서 부담없이 바르거나 화장솜에 묻혀서 얹어놓기 좋더라고요. 딱 여름에 쓰기 좋은 산뜻하면서도 수분감은 가득한 토너예요.
233,에이시카365 수분 진정 결 토너,make_lip_u,29세,복합성,여,4,묽고 닦토하기 좋고 진정되는 것 같아요 순하고 수분감이 있어서 자극적이지 않아요 한번씩 가볍게 솜에 적셔놨다가 토너팩하듯 올려주고 스킨케어해도 좋아요
234,에이시카365 수분 진정 결 토너,Glorycow02,28세,복합성,여,5,복합성 피부  속보습에 좋다고 해서 유튜버 추천으로 구매  토너 2~3번 쌓어주면 속보습광 올라오고 각질제거성분까지 있어서 데일리 각질케어로 만족함  피부 예민해서 얇아졌을때 토너팩으로 추천
235,에이시카365 수분 진정 결 토너,en조이,27세,복합성,여,5,물 같은 제형이라 닦토하기에 좋고 끈적임없이 피부에 흡수되고 피부가 촉촉해져서 좋습니다.
236,에이시카365 수분 진정 결 토너,글로리#cTIW2P,26세,복합성,여,4,막 드라마틱 한 효과는 없다 토너가 다 비슷하지만 닥토하긴좋음
