review_idx,cos_name,user_nm,rating,preprocessed_review,star
273,로열허니 프로폴리스 인리치 에센스,글로링링,5,오랫동안 제품 전 쓰 지금 사용 있 예전 조금 무겁 생각 확실히 20대 후반 되 제품 더 좋 느끼 같 앞으로 꾸준히 사용 예정 근데 제가 가지 있 불량 있 펌프 조금 아쉽 누르 절반 정도 나오 개선 좋,
274,로열허니 프로폴리스 인리치 에센스,흑임자설,5,악 건성 제품 사용 속 건조 많이 좋 다 사용 구매 하,
275,로열허니 프로폴리스 인리치 에센스,2쏘,5,보습 채우 좋 겨울철 이랑 밤 나이트 때 바르 좋 향도 좋 잘 쓰,
276,로열허니 프로폴리스 인리치 에센스,천호동솜방망이,4,워낙 제품 엄청 크 효과 잘 모르 생각 리치 무겁 아침 사용 좋 샷 사용 이후 에센스 좋,
277,로열허니 프로폴리스 인리치 에센스,Freya,3,케이스 하 전 제품 사 솔직히 인 리치 이름 영양 감 및 탄력 기대 살 물 광 피부 원하 사 인 리치 이름 다르 형 물 가볍 흡수 잘 굉장히 다만 너무 묽 흘러내리 마몽드 앰플 좀 더 도가 있 그만큼 수분 감 있 흡수 잘 느낌 뚜껑 위 버튼 누르 조절 타입 스포 이 트 보 편하 유리 타입 떨어뜨리 깨지 걱정 여행 리뷰 많 스포 이 트 타입 유리 오히려 여행 갖 다니 활동 많 부딪히 쉽 여행 특성 깨지 쉽 같 스킨푸드 전체 싸 영양 에센스 좀 비싸 일주일 쓰 추가 수정 쓰 걸 턱 밑 트러블 올라오 영양 에센스 흡수 잘 안 조절 어렵 살짝 끈적거리 있 인 리치 영양 감 트러블 일으키 성분 있 같 같 더 더군다나 메이크업 톤 업 커버 서 크림 잘 안 지우 고자 물 크림 라이트 같이 유부 가 있 제품 함께 사용 더욱 트러블 올라오 같 처음 제품 쓰 때 수분 크림 같이 쓰 그런지 간지럽,
278,로열허니 프로폴리스 인리치 에센스,코코아이비,5,병 완전 고급 지 에센스 무겁 형 되 가볍 발리 흡수 형 완전 취향 단독 좀 건조 있 가볍 크림 마무리 해주시 게 좋 투명 형 방울 충분히 얼굴 전체 있,
279,로열허니 프로폴리스 인리치 에센스,글로리24,5,극 건성 피부 사용 너무 좋 보습력 좋 끈적이 사용 편하,
280,로열허니 프로폴리스 인리치 에센스,돌랑아기,5,피부 극 건성 개인 프로폴리스 성분 잘 맞 같 프로폴리스 성분 함유 상품 쓰 스킨푸드 아무래도 프로폴리스 라인 예전 꽤 사용 보 가격 일반 스킨푸드 상품 치 살짝 있 하 살짝 찌 득 느 겨 지 그래서 더 보습 갑 수분 감 면 도움 제대로 받 있 느낌 들 오히려 마음 들 그리고 특유 프로폴리스 향도 딱히 호가 좋 바르 자 일어나 씻 거울 보 몰 더 기분 느낌,
281,로열허니 프로폴리스 인리치 에센스,mmkkkkk,5,보습력 좋 에센스 계절 내내 사용 좋 특히 건성 너무 잘 맞 프로 세일 때 사서 가격 부담 없 편하 잘 사용 있 구매 의사 있 단종 안 좋,
282,로열허니 프로폴리스 인리치 에센스,신뽀리S2,5,속 건조 심하 쓰 속 건조 많이 잡 겨울 진짜 찢어지 같 건조 느끼 쓰 겨울 건조 없이 잘 보내 여름 조금 양 줄이 쓰 되 진짜 다 쓰 또 살 예 이만 한 게 없,
283,로열허니 프로폴리스 인리치 에센스,민트7,5,개인 에센스 쓰 조금 무겁 그만큼 건성 보습력 좋 에센스 일 같 향 진짜 꿀 향 약간 나 속 건조 잡 좋,
284,로열허니 프로폴리스 인리치 에센스,jasmine56,5,진짜 쓰 때 모르 안 쓰 친구 알 되 계 속 구매 앞으로 할거,
285,로열허니 프로폴리스 인리치 에센스,researcher,4,평소 화장품 바르 속 건조 심하 보습 잘 화장품 찾 스킨푸드 오 되 찌 겨울 자주 손 가,
286,로열허니 프로폴리스 인리치 에센스,글로리#enpiOG,5,가을 겨울 쓰 좋 에센스 여름 쓰 무겁 너무 많이 바르 흡수 안 밀리 조금 레이어 링 바르 보습 잘 건성 이 신분 추천,
287,로열허니 프로폴리스 인리치 에센스,구빈2,5,끈적이 좋 보습 완전 잘 한번쯤 쓰 추천,
288,로열허니 프로폴리스 인리치 에센스,소쏘쏘,4,건조 계절 올 때 사용 좋 스포 이드 같 제품 용기 잠그 알 내용물 차 사용 편하 마지막 용기 남기 없이 쓰 잘 만들 같,
289,로열허니 프로폴리스 인리치 에센스,bbuuee,5,겨울 때 쓰 건조 복합 피부 이 딱 이상 비운 같 굿,
290,로열허니 프로폴리스 인리치 에센스,희자다,5,환절기 바르 좋 에센스 적당히 묽 점성 끈적이 좋 유수 분이 트러블 안나 제일 좋,
291,로열허니 프로폴리스 인리치 에센스,글로리#eoPGmG,5,너무 무겁 걸 싫어하 딱 바르 좋 너무 끈 보 이랑 미 짜 바르 얼굴 정말 해지 매번 올리브 영 세일 때 노리 있 정가 너무 비싸 다 찬양 이유 있,
292,로열허니 프로폴리스 인리치 에센스,야람빠,5,쓰 있 보습 감 좋 사용 감 조금 미 끌 끈적이 하 그래도 금방 흡수 불편 엄청 두드러지 장점 없 전반 단점 없 육각형 제품 쓰 때 매력 안 쓰 때 아쉽 꼭 돌아오 되 묘하 마성 있 라인 에센스 괜찮 좀 안 맞,
293,로열허니 프로폴리스 인리치 에센스,쓰뇽,5,최고 통째 쓰 완벽 유수부 밸런스 맞추 좋 끈적이 많이 없이 다 흡수,
294,로열허니 프로폴리스 인리치 에센스,리뷰왕찐핑쿠,5,성용 속 건조 에센스 건성 겨울 건조 시작 때 요정 보습 감 있 에센스 쓰 딱 좋 엄마 같이 나누 쓰 되 정도 성비 좋 제품력 좋아서 애용 제품,
295,로열허니 프로폴리스 인리치 에센스,영원한피부를위해열정,5,항상 제품 향 정말 얕 가볍 향 형 적당히 화장 전 바르 정말 좋 같 이유 같 프로폴리스 성분 포함 되 있 하 꾸준히 쓰 좋 제품,
296,로열허니 프로폴리스 인리치 에센스,새침공쥬,5,없 안 건성 환절기 초겨울 없 화장 못 하 홍 이모 추천 사 벌써 통째 쓰 있 꿀 피부 만들 화장 예쁘 표현 보습 감 진짜 좋 대신 영하 내려가 겨울 건성 약하 그때 빼 아주 잘 쓰,
297,로열허니 프로폴리스 인리치 에센스,star!,3,에센스 때 느낌이 좋아 그냥저냥 사용 있 크 효과 보 같 나쁘,
298,로열허니 프로폴리스 인리치 에센스,희소광,4,젤리 같 에센스 엄청 엄청 그냥,
299,로열허니 프로폴리스 인리치 에센스,viggo,4,수분 감 강하 좋 느낌 없 쓰 때 안 쓰 때 차이 있 사용 중단 트러블 더 자주 올라오 느낌 알 없 늘 화장대 있 제품 벌써 통째 쓰 있 모르 프로폴리스 잘 맞 추천 드리,
300,프로폴리스 에너지 앰플 미스트,k0512,5,지성 추 수부 지분 추천 코 기름지 생각 있 쓰 피부 밝 소리 자주 들 안개 사라,
301,프로폴리스 에너지 앰플 미스트,펄젤,4,미스트 미치 사람 미치 뿌리 시절 잘 쓰 내용물 사력 다 마음 들 역시 대용량 선호 아쉽 갈 타 계속 뿌리 너무 금방 바닥나 세안 후 바로 뿌리 좋,
302,프로폴리스 에너지 앰플 미스트,리뷰하는달,5,국민 미스트 아니 가요 미스트 하 젤 먼저 떠오르 겨울철 디 얼굴 듬뿍 뿌리 보습 잘 좋,
303,프로폴리스 에너지 앰플 미스트,으키키요,5,사력 굉장히 좋 안개 분사 얼굴 전체 균일 뭉치 골고루 분사 보습력 좋 번들거리 끈적이 없 향 좋 메 컵 전 사용 아주 좋,
304,프로폴리스 에너지 앰플 미스트,신또네,5,프로폴리스 에센스 사용 요즘 팩 자주 팩 후 닦 토하 피부 따갑 그래서 구매 작살 그렇 안개 분사 골고루 분사 용량 커서 오래 쓰 같 부담 없 너무 잘 맞,
305,프로폴리스 에너지 앰플 미스트,navi04^^^^,5,안개 분사 뿌리 진짜 피부 건강 해지 느낌 들 좋,
306,프로폴리스 에너지 앰플 미스트,juckbun,5,미스트 왜 필요 알 하 제품 피부 관리 귀찮 이제 즐기 사용,
307,프로폴리스 에너지 앰플 미스트,룡룡죽겠지,4,평소 수분 있 미스트 오히려 당기 불편 꺼리 오일 있 미스트 화장 무너지 느낌 화장 후에 미스트 뿌리 되 근데 제품 분사 엄청 고르고 강하 나오 얼굴 사뿐히 앉 느낌 화장 영향 끼치 좋 향도 약간 꿀 향 같 나서 느낌 이 양도 꽤 많 한통 사면 거의 쓰 되 가스 충전 방식 분리수거 조금 어렵 하지만 제품 좋아서 미스트 필요 때 손 가 제품,
308,프로폴리스 에너지 앰플 미스트,노마쉬먀,5,겨울철 건조 때 수시로 사용 세안 후 차로 바로 뿌리 용 사용 아주 좋 정말 물 들 같 미스트 달리 살짝 느낌 있 보습 감 느끼 분사 잘 되 좋 사무실 집 항상 구비 사용 제품 이예,
309,프로폴리스 에너지 앰플 미스트,어깡밍걍,5,일단 사용 달달 향 서 거부감 없 작 입자 분사 되 뭉치 잘 뿌리 사용 얼굴 광 뿜 뿜 피부 엄청 좋 보이 효과 화장 후 뿌리 베이스 날아가 뭉치 하 좋,
310,프로폴리스 에너지 앰플 미스트,선샤인글로우,5,미스트 좋 한동안 미스트 잘 안 쓰 사무 싱 책상 두 수시로 뿌리 잠도 괜히 깨 기분 수분 공급 하루 종일 광 유지 추천,
311,프로폴리스 에너지 앰플 미스트,onn,5,사람 안개 사형 미스트 왜 좋아하 깨닫 하 제품 화장 하 때 건조 때 뿌리 화장 무너지 만들 제품,
312,프로폴리스 에너지 앰플 미스트,ㅓ핏치,5,회사 사무실 건조 때 뿌리 있 사력 안개 분사 너무 좋 메이크업 위 뿌리 무너지 가끔 올리브 영 하 때 사서 쓰기 좋 같,
313,프로폴리스 에너지 앰플 미스트,snowyeon2,4,안개 분사 너무너무 좋 부드럽 사력 정말 크 장점 같 화장 위 뿌리 메이크업 무너지 좋 양도 되 많 같 오래 쓰,
314,프로폴리스 에너지 앰플 미스트,지앤예뿌,5,안개 사형 미스트 역시 괜히 제품 아니 너무 잘 쓰 있 제품 향도 나 건조 느끼 때 수시로 뿌리 어쩌 때 스킨케어 하 귀찮 날 그냥 미스트 뿌리 양도 많 같 오래 쓰 있 다음 또 살 의향 무조건 있,
315,프로폴리스 에너지 앰플 미스트,그린핑거1004,5,분사 아주 곱 집 바르 귀찮 때 바르 구입 괜찮 양도 되 많 양이 적 금방 쓰,
316,프로폴리스 에너지 앰플 미스트,글로리#f9LIEc,4,안개 사라 쫙쫙 뿌리 얼굴 붙 느낌 베이스 망가지 없이 건조 잘 잡아줘 나이트 루틴 기초 쓰 입자 너무 곱 화장 위 건조 때 수시로 뿌리 좀 더 추천 에센스 미스트 바닥 흘리 주의 몸 뿌리 좋,
317,프로폴리스 에너지 앰플 미스트,구나나나,4,미스트 쓰 얼굴 오히려 더 건조 달 미스트 쓰 얼굴 좋,
318,프로폴리스 에너지 앰플 미스트,beboozyrun,5,일단 좋 그렇 무겁 느낌 사계절 사용 있 같 목욕탕 가 때 챙기 나오 나오 물기 닦 얼굴 이랑 팔다리 뿌리 좋 향도 향 가깝 좋,
319,프로폴리스 에너지 앰플 미스트,fairymin,4,미스트 분사 느낌 좋아서 쓰 괜찮 오피스 두 쓰기 좋,
320,프로폴리스 에너지 앰플 미스트,jung33,4,사력 좋 프로폴리스 앰플 미스트 엄청 가볍 건성 피부 보습 좋 같 덧 뿌리 조금 무겁 수도 있 같 퍼프 적시 팩 이용 하,
321,프로폴리스 에너지 앰플 미스트,낑깡공듀,5,좋 일반 미스트 좀 더 무겁 건성,
322,프로폴리스 에너지 앰플 미스트,핑핑:),4,급하 운동 후 얼굴 열도 많이 오르 수정 화장 미스트 없 중 너무 오일 크림 미스트 부담 앤 박 쓰 향도 좋 사력 당연히 굿 생각 잘 밀착 좋 수정 화장 때 너무 편하 좋,
323,프로폴리스 에너지 앰플 미스트,따삐삐,4,이때 쓰 미스트 너무 물 같 너무 일리 하 제일 느낌 좋 사력 좋 냄새 좋 근데 속 느낌 너무 기대 하 세 그냥 수시로 생각나 뿌리 피부 때 뿌리 살짝 화끈거리 느낌 있 제품 찾아보 좋 같,
324,프로폴리스 에너지 앰플 미스트,뀨아오이,5,피부 건조 트 있 구매 좋,
325,프로폴리스 에너지 앰플 미스트,뚱인디,5,쿠팡 사 정말 너무 좋 안개 분사 수분 그리고 기분 탓 모르 오래 쓰 같 하 화장 전 루틴 꼭 하 미스트 유목민 너무 좋,
326,프로폴리스 에너지 앰플 미스트,kate217,5,아무리 미스트 돌고 돌 피부 거인 같 특히 봄 가 환절기 왜 돌아서 건조 돌아서 찢어지 같 드라이 하기 전 쫙 뿌리 드라이 하 화장 다 하 또 쫙 뿌리 너무 이제 특유 향도 넘 좋 회사 출근 얼굴 분사 중간 중간 일 한번 뿌리 느낌 오래 지속 미스트 없 복합 달 같 형 나중 존 넘 번들 걸 쬐 끄 아쉽 게다가 안개 분사 너무 좋,
327,프로폴리스 에너지 앰플 미스트,happy219,5,안개 분사 미스트 원조 안개 분사 얼굴 물 맺히 좋 흡수 빠르 같 건조 때 수시로 뿌리 좋,
328,프로폴리스 에너지 앰플 미스트,메로낭짱,3,애가 제일 좋 미스트 쓰 증 근데 너무 많이 뿌리 트러블 쪼 나 그러 중단 다시 조금 쓰 괜찮 사력 좋 따갑 화 뿌리 좋,
329,프로폴리스 에너지 앰플 미스트,woo__zzang,5,피부 영양 필요 같 추천 프로폴리스 추출물 히알루론산 테노 베타 피부 수분 끌어당기 보습 성분 가득 들 미세 안개 분사 타입 메이크업 위 뿌리 좋아서 가방,
330,프로폴리스 에너지 앰플 미스트,다고나,4,남자친구 겨울 얼굴 트 로션 절대 바르 싫 그렇 바람 사 결국 제가 쓰 근데 엄청 좋,
331,프로폴리스 에너지 앰플 미스트,룰라비,5,가끔 미스트 너무 물 제품 그냥 바로 날아가 별로 앤 박 제품 화장 건조 때 뿌리 사력 좋아서 기분 좋 대용량 침대 옆 사다 아침 일어나 뿌리,
332,프로폴리스 에너지 앰플 미스트,뽀빠e,5,미 세입자 분사 너무 좋 향도 피부 건조 때 뿌리 좋,
333,프로폴리스 에너지 앰플 미스트,고란이,4,좋 정제 들어가 수분 미스트 앰플 함유 있 다르 미스트 어차피 공통 증발 피부 수분 앗 있 세안 후 즉각 수분 공급 때 사용 제품 비하 순하 세안 후 즉각 수분 공급 좋 유의 뿌리 바로 피부 흡수 사용 보 미스트 가장 사용 감 좋,
334,프로폴리스 에너지 앰플 미스트,궁쉬궁쉬,1,겨울 삼실 너무 건조 사 뿌리 때 일시 증발 얼굴 있 수분 다 날아가 느낌 뿌리 오히려 더 건조 따갑 프로폴리스 앰플 효과 없 미스트 그렇 안 맞 건지 흠,
335,프로폴리스 에너지 앰플 미스트,미먀묭,4,앰플 들 하 정말 분사 타입 욕실 비치 샤워 직후 화장대 기전 뿌리 좋 다만 보습 감 오래가 느낌 아주 살짝 코팅 느낌 더 있,
336,프로폴리스 에너지 앰플 미스트,이야림,5,겨울 구매 제품 겨울 수분 보습 잡 기초 제품 바르 한번 더 뿌리 보습 감 오래가 히터 사무실 지키 제품 행사 때 집 하 사무실 두고두고 쓰기 좋,
337,프로폴리스 에너지 앰플 미스트,소라맛빵,5,평소 미스트 잘 쓰 건성 피부 이 미스트 뿌리 더욱 건조 해지 느낌 들 애용 우연히 제품 쓰 정착 되 보습력 좋 속 건조 앰플 꾸준히 쓰 타입 앰플 미스트 많이 건조 다 쓰 또 매각 입,
338,프로폴리스 에너지 앰플 미스트,올리브영코덕알바생,2,부지 좁쌀 사용 후 알레르기 두드러기 올라오 사용 중단 제품 혹시나 성분 각자 안 맞 성분 있 있 주의 사용,
339,프로폴리스 에너지 앰플 미스트,빛나봄,4,세일 때 제품 중 에 하나에 건조 좁쌀 올라오 디 뿌리 금방 좋 집,
340,프로폴리스 에너지 앰플 미스트,twentytwo,5,그냥 순간 즉각 수분 감 충전 앰플 바르 전 가볍 뿌리 좋 단독 사용 때 수분 감 얼마 안 지나 건조 수시로 사용 용도 사용 미스트,
341,프로폴리스 에너지 앰플 미스트,끙다니,5,건성 피부 건조 한편 화장 자주 뜨 화장 뿌리 되 화장 뜨 없 좋,
342,프로폴리스 에너지 앰플 미스트,글로리#dsoyjv,5,본인 복합 성 피부 모공 피지 고민 있 메이크업 후 반나절 후 존 기름지 볼 존 건조 일단 안개 분사 정말 미치 따로 두드리 흡수 이미 흡수 메이크업 상태 수시로 뿌리 화장 지우 너무 물 같 이름 앰플 안개 분사 한 같 느낌 절기 피부 히터 조해진 피부 잘 스미 들,
343,프로폴리스 에너지 앰플 미스트,guswjd9030,5,안개 분사 거의 원조 급 손 톡톡 안 두들기 금방 흡수 좋 쉽 건조 해지 지도 좋,
344,프로폴리스 에너지 앰플 미스트,츄츄s2,5,요즘 건조 지성인 화장 하 잔뜩 뜨 난리 나 미스트 안개 분사 화장 다음 뿌리 있 좋 뿌리 다음 퍼프 하 나가 뜨 트 이렇 좀 나아지 좋,
345,프로폴리스 에너지 앰플 미스트,5시15분,5,입자 곱 메 컵 위 뿌리 윤 광 돌 다만 속 건조 잡지,
346,프로폴리스 에너지 앰플 미스트,10시20분,5,좋 미스트 확실히 보습 감 있 안개 사라 화장 매 얼굴 언제나 뿌리 흡수 잘 향도 나쁘 느끼 프로폴리스 성분 보습 좋 피부 잘 맞 같 회사 앰플 사용 미스트 역시 좋,
347,프로폴리스 에너지 앰플 미스트,훼헤,3,혹시 이벤트 받 리뷰 예 부 게 쓰 그렇 연락 주 사와 아무튼 이벤트 받 흠 미스트 스킨케어 잘 먹 마무리 하 게 가장 좋 생각 오히려 코팅 느낌 너무 안개 사라 뿌리 느낌 안 들 덕분 영양 감 못 느끼 이후 바르 스킨케어 잘 먹 같 굳이 사진 같,
348,프로폴리스 에너지 앰플 미스트,됻히,5,이번 당첨 미스트 처음 쓰 제가 건성 항상 글로우 쓰 뜨 세미 매트 쓰 뜨 미스트 얼굴 뿌리 퍼프 뿌리 다음 쓰 진짜 안 뜨 오히려 글로우 쓰 기름기 살짝 올라오 신세계 그리고 완벽 안개 사라 뿌리 때 기분 그래서 얼굴 밀착 향도 살짝 나 불 없이 모두 다 쓰 잇 꽃 향 그렇 과 약하 꽃 향 여 흡수 공기 뿌리 날라가 건조 해지 지도 빠르 흡수 미스트 그래서 절대 건조 아주 수분 감 잇 미스트 입 당 건성 여름 쓰 유 분이 올라오 수도 잇달 생각 들 딱 가 겨울 쓰기 너무 제가 피부 청소년기 많이 민 트러블 가끔 올라오 이건 자극 없 성분 아예 다 한 자극 없 쓰 트러블 나,
349,프로폴리스 에너지 앰플 미스트,밍융디,5,완전 안개 분사 타입 뿌리 때 기분 좋 향도 괜찮 보습 감 과 부지 잘 쓰 요즘 미스트 구매 잘 안 그럼에도 불구하고 앤 피 프로폴리스 미스트 날씨 때 생각나 꼭 구매 머리 말리 때 피부 뿌리 머리 말리 후 다시 뿌리 피부 당기 아주 좋,
350,더 트루 크림 아쿠아 밤,여행이조아~,2,빌 리프 제품 이스 처 밤 더 좋 아쿠아 밤 좀 건조 요즘 더 좋 제품 많 추천,
351,더 트루 크림 아쿠아 밤,조이쉬,4,향 좋 빌 리프 향 너무 무게 감과 빌 리프 가장 크 장점 영양 크림 찌 득 손 잘 안 가 빌 리프 제품 기본 가볍 수분 크림 느낌 피부 건조 같 때 모르 손 가 같,
352,더 트루 크림 아쿠아 밤,글로리글로우픽,5,가끔 사용 피부 완전 좋 좋 하 보 비싸 좀,
353,더 트루 크림 아쿠아 밤,체리체리퐁,5,여름 기름 폭팔 겨울 땡기 각질 폭팔 장단 맞추 모르 부지 사계절 내내 쓰 수분 크림 발견 얼마나 행복 바르 때 엄청 흡수 빠르,
354,더 트루 크림 아쿠아 밤,핑크빔,5,묽 젤 크림 형 수분 크림 발림 워터 가볍 자극 없이 순 가볍 형 비하 속 당김 잘 잡 보습력 꽤 좋 처음 없이 피부 쓰기 좋 수분 크림 정도 생각 쓰 좋 같,
355,더 트루 크림 아쿠아 밤,김쮸527,5,제품 좋아하 언니 선물 사 왜 좋아하 제품 왜 그렇 알 차 부지 건조 화장 절대 안 뜨 닥터 크림 더불 정착 수분 크림 피부 좋 시기 맞 그런지 모르 여드름 안 생기,
356,더 트루 크림 아쿠아 밤,Paris529,5,크림 항상 되돌아오 하 마법 있 기본 충실 그래서 언제 쓰 항상 옳 느낌 집 항상 구비 피부 뒤집히 때 안심 안 순하 제품 남 성용 쓰 똑같이 좋 수분 크림 정석 같 느낌,
357,더 트루 크림 아쿠아 밤,tjgh67,5,제가 캠핑 갈 때 꼬옥 챙기 진짜 들 다니 좋 수분 감 짱 짱 특히 겨울 애 자주 챙기 친구 얼굴 수분 챙기 꼭 쓰,
358,더 트루 크림 아쿠아 밤,할루구구,5,빌 리프 여름 쓰기 지성인 사계절 같 젤 크림 타입 잘 스며들,
359,더 트루 크림 아쿠아 밤,글로리s,5,속 건조 겉 잡 느낌 그리고 트러블 전혀 없 겉 너무 유 분이 남 스며들 좋 자극 트러블 있 진정 되 수분 정말 폭탄 겹 잘 포장 수분 팩 좋 여름철 가볍 짱,
360,더 트루 크림 아쿠아 밤,기회장,5,수분 폭탄 바르 때 입 없 스며들 느낌이 좋아 바르 나 수분 머금 피부 되,
361,더 트루 크림 아쿠아 밤,윈터지,5,샘플링 해보 마음 들 구매 제품 말 그대로 수분 폭탄 느낌 기초 제품 특히 건조 속 당김 느끼 가 겨울철 얇 레이어 드 해주 피부 트 당기 문제 없이 오래 유지 있 너무 만족 제품,
362,더 트루 크림 아쿠아 밤,맥시멀리스트,5,부지 여름 전 듬뿍 바르 자 피부 쏙 스며들 아침 피부 덥 붉어지 피부 완전 직 빵,
363,더 트루 크림 아쿠아 밤,까푸라떼,5,건성 피부 후반 존 특히 건성 수분 크림 계절 내내 달 살 워낙 건조 수분 감마 있 젤 타입 크림 한여름 충족 사지 근데 우연히 샘플 얻 되 쓰 아이 젤 타입 크림 바른 직후 수분 감 있 젤 가볍 하 형 적절히 유 분기 있 수분 감 채우 수분 날아가 막 씌우 느낌 이예 그렇 학 끈적이 그래서 아쿠아 밤 하 앞 꾸준히 구매 예정 진짜,
364,더 트루 크림 아쿠아 밤,해를만난새벽,5,샘플 받 쓰 푸른색 젤 타입 수분 크림 형 많 밀림 걱정 있 화장 전 쓰 꺼리 이건 밀림 없이 편안 이 좋,
365,더 트루 크림 아쿠아 밤,네잎클로버초이,5,약간 게 타입 수분 감 있 제품 사계절 쓰 괜찮 여름 청량감 있 두껍 정도 발라 두드리 흡수 시키 수분 감 충분히 느끼 있 만족 사용 크림,
366,더 트루 크림 아쿠아 밤,xoxonoella,4,발림 좋 빠르 잘 흡수 되 느낌 좋 다만 겨울철 사용 수분 감 살짝 약하 같,
367,더 트루 크림 아쿠아 밤,델리먄주,5,수분 크림 아주 잘 만들 제품 약간 하늘색 보이 크림 형 너무 묽 크림 뜨 로션 단독 발라 문제없 밤 바르 자 그래도 다음날 피부 건조 확실히 덜하 같 아침 화장 전 발라 좋,
368,더 트루 크림 아쿠아 밤,겨쿨수부지,4,피부 타입 존 건성 가깝 부지 복합 피부 호르몬 여드름 주로 남 여드름 흉터 피부 장점 젤 형 여름 쓰기 좋 약간 쿠 링 감 가볍 형 비하 보습 감 괜찮 발림 좋 화장 전 얇 바르 화장 잘 먹 단점 가격 대비 좋 잘 모르 구매 의사,
369,더 트루 크림 아쿠아 밤,코토초꼬,5,밤 하 형 무겁 알 흡수 빠르 끈적이 헤이 사용 좋 보습력 굉장히 좋 기전 바르 자 다음날 피부 쓰 보 크림 손 꼽 정도 좋 역시 유명한 이유 있 크림 쓰 다시 깨달음,
370,더 트루 크림 아쿠아 밤,칸춍,4,아쿠아 밤 이름 정말 딱 맞 크림 이예 푸른 빛 돌 젤 타입 수분 크림 피부 잘 스며들 그렇 끈적거리 좋 대신 잘 흐르 타입 심히 사용 하 항상 샘플 잘 챙기 여행가 잘 쓰 여름 가끔 대용량 한정 제품 나오 구매 꽤 오래 쓰,
371,더 트루 크림 아쿠아 밤,누니쓰,4,제품 좋 빼 이유 가격 이만큼 크림 많 향도 좋 수분 감 좋 부지 타입 피부 잘 맞,
372,더 트루 크림 아쿠아 밤,냥찌다,5,수분 감 뿜 뿜 하 수분 크림 성비 비싸 보 백화점 상품 그리고 대용량 판매 대용량 위주 구매 더 괜찮 허브 향 살짝 있 지성인 사계절 사용 잘 구매 많이 선물 많이,
373,더 트루 크림 아쿠아 밤,메커차,4,좋 바르 시간 지나 다시 건조 보 유지 유부 가 많 피부 향도 향 거부감 없이 잘 사용,
374,더 트루 크림 아쿠아 밤,윤봄s,5,아쿠아 밤 하 바르 무겁 같 느낌 들 굉장히 가볍 살 남편 바르 오 괜찮 라고 하 트러블 안나 괜찮,
375,더 트루 크림 아쿠아 밤,큐트도도,4,아주 수분 크림 그래서 피부 상태 개선 나쁘 하 없 아쉽 평소 단지 형태 판매 화장품 쓰기 힘들 아쉽 부분,
376,더 트루 크림 아쿠아 밤,펄젤,5,통 비우 트러블 없 쓰 겨울 여름 사용 좋 남성 바르 좋 번들거리 나쁘 흡수력 빠르 발림 성도 좋아서 추천 드리,
377,더 트루 크림 아쿠아 밤,정뽀롱,5,빌 리프 크림 개 참 좋 같 이건 여름 쓰 가볍 좋 느낌 스킨로션 사 이것저것 많이 받 사용 매우 만족,
378,더 트루 크림 아쿠아 밤,da1og_,4,더 크림 아쿠아 밤 요즘 매일 아침 사용 있 바르 피부 스며들 비교 빠르 메이크업 시작 있 시간 수분 관리 워터 포뮬러 피부 부담 없이 폭발 느끼 있 손 가 없 피부 소프트 롤링 피부 닿 가장 좋 피부 수분 꽉 채우 피부 장벽 느낌 느끼,
379,더 트루 크림 아쿠아 밤,글로리#9NY5Jn,5,수분 감 낭 낭 푸른빛 젤 형 끈적이 없이 마무리 벌써 두통 사용 피부 타입 따라서 레이어 링 좋 단독 발라 좋,
380,더 트루 크림 아쿠아 밤,hamjin,5,오 기존 사용 수분 제품 좀 다르 정말 폭발 수분 감 느끼 후 피부 각질 수분 도착 하 근본 채우 수분 감 한층 수분 폭탄 크림 요즘 히터 자주 틀 건조 날씨 꼭 필요 크림 강 크 하 추천 속력 좋,
381,더 트루 크림 아쿠아 밤,staryong,5,지성 사용 좋 수분 크림 푸른 빛 돌 젤 크림 가깝 크림 부드럽 발리 마무리 데일리 수분 크림 딱 제품 끈적이 없이 마무리 건조 지성인 겨울 정말 잘 쓰 제품 순하 가볍 수분 크림 제품,
382,더 트루 크림 아쿠아 밤,무블,5,건성 수정 화장 하 때 쓰 샘플 용기 담기 있 갖 다니 좋,
383,더 트루 크림 아쿠아 밤,체리시럽,5,이유 모르 정도 피부 너무 자주 뒤집 빌 리프 아쿠아 밤 쓰 피부 많이 가라앉 느낌 떨어지 꼭꼭 살짝 쿠 링 감 돌 피부 딱 처음 바르 때 정도 느끼 좋 딱 선사 화장 크림 최고 제품 너무 너무 리치 하면 화장 크림 별로 유 분기 돌 크림 나 유부 보충 크림 필요 하 건성 이신 오일 추가 스킨케어 달리 쓰 좋 같 생각 같 프로 예 민 러 피부 한텐 진짜 강 추하,
384,더 트루 크림 아쿠아 밤,bongmom,5,분담 폭발 워터 타입 바르 수분 감 확실히 채우 쿠 링 효과 있 날 사용 좋 유부 가 적 겨울 손 잘 안 가 계절 정말 잘 쓰 제품,
385,더 트루 크림 아쿠아 밤,qini,5,수분 감 짱 짱 데일리 잘 사용 화장 전 사용 밀리 가볍 건조 없 수분 감 넘치,
386,더 트루 크림 아쿠아 밤,클라라라,5,향 마음 들 피부 가볍 사용 수분 크림 건성 유 분이 부족 대신 깊 속 수분 같 오일 섞 바르 완벽 아쿠아 밤 하 처음 인줄 알 폭탄 의미 반투명 크리미 한 형 아무래도 건성 여름 사용 좋 같,
